timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter,lat_x,lon_x,alt_x,alt_ellipsoid_x,delta_alt,eph_x,epv_x,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning,time_utc_usec,lat_y,lon_y,alt_y,alt_ellipsoid_y,s_variance_m_s,c_variance_rad,eph_y,epv_y,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading_offset,fix_type,vel_ned_valid,satellites_used,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading_y,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,label
259102562,-0.32528996,0.010757028,-0.00645099,0.9455312,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481162,138.2529156,51.3320866,86.7235124,0,2.71862408,3.92699644,51.237915,2,0,1,0,0,362048116.5,1382529164,49183.25,86279.25,0.317250005,2.0173796,2.03300005,3.002,0.84,1.3,102,47.5,0.01050000025,-0.0002499997,-0.00224999975,0.0692500025,0,0,0,3,1,11,36.2048055,138.2529121,0.6803782333,0.31522697,0.3669365133,-0.015382085,0.016268428,0,0.009194915667,0.0046849248,0.07120217333,0.0057084719,-0.031618506,-0.00430735,-0.337511,0.13067051,0.2539544,-0.10508919,-2.4787604,0.0064747804,51.69883,0.1,0.51195689,0.3765452667,0.1502985733,0.08124945467,1,1,1,1,2,0,2,1,3,1,1,1,benign
259152553,-0.32517162,0.01065312,-0.0066040847,0.94557196,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481163,138.2529156,51.3316334,86.7212536,0,2.71861662,3.92698986,51.238285,2,0,1,0,0,362048116.4,1382529164,49182.5,86278.5,0.316500006,2.01737966,2.03240006,3.0014,0.84,1.3,102,47.6,0.0110000003,-0.00129999972,-0.0014999997,0.072700003,0,0,0,3,1,11,36.2048055,138.2529121,0.680844,0.31502652,0.36748704,-0.015382085,0.016268428,0,0.009832115,0.00433699,0.07126504,0.0060692006,-0.031618506,-0.00430735,-0.337511,0.24169934,0.2367621,-0.15134345,-2.4789982,0.0064747804,51.69883,0.1,0.51458037,0.37698695,0.15193471,0.08146721,1,1,1,1,2,0,2,1,3,1,1,1,benign
259197545,-0.32530734,0.010754339,-0.006483817,0.945525,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481163,138.2529156,51.3311802,86.7189948,0,2.71860916,3.92698328,51.238655,2,0,1,0,0,362048116.3,1382529164,49181.75,86277.75,0.315750007,2.01737972,2.03180007,3.0008,0.84,1.3,102,47.7,0.01150000035,-0.00234999974,-0.00074999965,0.0761500035,0,0,0,3,1,11,36.2048055,138.2529121,0.68176635,0.314642175,0.3677953,-0.015382085,0.016268428,0,0.00880180515,0.00181560845,0.07132888,0.00600729605,-0.031618506,-0.00430735,-0.337511,-0.29189713,0.03829592,-0.225748775,-2.47873475,0.0064747804,51.69883,0.1,0.51054576,0.376153075,0.14933758,0.0810942,1,1,1,1,2,0,2,1,3,1,1,1,benign
259252537,-0.32542056,0.010733371,-0.006450599,0.94548655,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.330727,86.716736,0,2.7186017,3.9269767,51.239025,2,0,1,0,0,362048116.2,1382529164,49181,86277,0.315000008,2.01737978,2.03120008,3.0002,0.84,1.3,102,47.8,0.0120000004,-0.00339999976,4.00E-10,0.079600004,0,0,0,3,1,11,36.2048055,138.2529121,0.6826887,0.31425783,0.36810356,-0.015382085,0.016268428,0,0.0077714953,-0.0007057731,0.07139272,0.0059453915,-0.031618506,-0.00430735,-0.337511,-0.8254936,-0.16017026,-0.3001541,-2.4784713,0.0064747804,51.69883,0.1,0.50651115,0.3753192,0.14674045,0.08072119,1,1,1,1,2,0,2,1,3,1,1,1,benign
259302527,-0.32532135,0.010841446,-0.00637548,0.9455199,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.3305156,86.7147648,0,2.71856952,3.92696056,51.2386588,2,0,1,0,0,362048116.1,1382529164,49180.25,86276.25,0.314250009,2.01737984,2.03060009,2.9996,0.84,1.3,102,47.9,0.01250000045,-0.00444999978,0.00075000045,0.0830500045,0,0,0,3,1,11,36.2048055,138.2529121,0.68347933,0.313917115,0.36833827,-0.015382085,0.016268428,0,0.00865160115,-0.00016738447,0.071865032,0.00627467455,-0.031618506,-0.00430735,-0.337511,-0.61048959,0.15150562,-0.26037516,-2.4785669,0.0064747804,51.69883,0.1,0.509702925,0.37546366,0.148735345,0.0809544,1,1,1,1,2,0,2,1,3,1,1,1,benign
259342521,-0.325351315,0.0108102465,-0.0063969325,0.9455098,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.3303042,86.7127936,0,2.71853734,3.92694442,51.2382926,2,0,1,0,0,362048116,1382529165,49179.5,86275.5,0.31350001,2.0173799,2.0300001,2.999,0.84,1.3,102,48,0.0130000005,-0.0054999998,0.0015000005,0.086500005,0,0,0,3,1,11,36.2048055,138.2529121,0.68426996,0.3135764,0.36857298,-0.015382085,0.016268428,0,0.009531707,0.00037100416,0.072337344,0.0066039576,-0.031618506,-0.00430735,-0.337511,-0.39548558,0.4631815,-0.22059622,-2.4786625,0.0064747804,51.69883,0.1,0.5128947,0.37560812,0.15073024,0.08118761,1,1,1,1,2,0,2,1,3,1,1,1,benign
259347519,-0.32538128,0.010779047,-0.006418385,0.9454997,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.3300928,86.7108224,0,2.71850516,3.92692828,51.2379264,2,0,1,0,0,362048115.9,1382529165,49178.75,86274.75,0.312750011,2.01737996,2.02940011,2.9984,0.84,1.3,102,48.1,0.01350000055,-0.00654999982,0.00225000055,0.0899500055,0,0,0,3,1,11,36.2048055,138.2529121,0.6838630067,0.3137459,0.36876878,-0.015382085,0.016268428,0,0.008832719,0.00030415471,0.07307852933,0.007243248733,-0.031618506,-0.00430735,-0.337511,-0.4201460967,0.4824701667,0.05160354,-2.478644933,0.0064747804,51.69883,0.1,0.5104784,0.3752302267,0.14919465,0.08097364333,1,1,1,1,2,0,2,1,3,1,1,1,benign
259397510,-0.3254192,0.010782187,-0.006429876,0.94548655,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.3298814,86.7088512,0,2.71847298,3.92691214,51.2375602,2,0,1,0,0,362048115.8,1382529165,49178,86274,0.312000012,2.01738002,2.02880012,2.9978,0.84,1.3,102,48.2,0.0140000006,-0.00759999984,0.0030000006,0.093400006,0,0,0,3,1,11,36.2048055,138.2529121,0.6834560533,0.3139154,0.36896458,-0.015382085,0.016268428,0,0.008133731,0.00023730526,0.07381971467,0.007882539867,-0.031618506,-0.00430735,-0.337511,-0.4448066133,0.5017588333,0.3238033,-2.478627367,0.0064747804,51.69883,0.1,0.5080621,0.3748523333,0.14765906,0.08075967667,1,1,1,1,2,0,2,1,3,1,1,1,benign
259452501,-0.32535452,0.010744015,-0.006523717,0.94550866,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481164,138.2529156,51.32967,86.70688,0,2.7184408,3.926896,51.237194,2,0,1,0,0,362048115.7,1382529165,49177.25,86273.25,0.311250013,2.01738008,2.02820013,2.9972,0.84,1.3,102,48.3,0.01450000065,-0.00864999986,0.00375000065,0.0968500065,0,0,0,3,1,11,36.2048055,138.2529121,0.6830491,0.3140849,0.36916038,-0.015382085,0.016268428,0,0.007434743,0.00017045581,0.0745609,0.008521831,-0.031618506,-0.00430735,-0.337511,-0.46946713,0.5210475,0.59600306,-2.4786098,0.0064747804,51.69883,0.1,0.5056458,0.37447444,0.14612347,0.08054571,1,1,1,1,2,0,2,1,3,1,1,1,benign
259502492,-0.3254202,0.010769646,-0.006487934,0.9454859,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481165,138.2529156,51.329022,86.704494,0,2.71842034,3.92692334,51.2358466,2,0,1,0,0,362048115.6,1382529165,49176.5,86272.5,0.310500014,2.01738014,2.02760014,2.9966,0.84,1.3,102,48.4,0.0150000007,-0.00969999988,0.0045000007,0.100300007,0,0,0,3,1,11,36.2048055,138.2529121,0.68231165,0.31436739,0.36973096,-0.015382085,0.016268428,0,0.0070654508,-0.001329223395,0.073155945,0.0072981055,-0.031618506,-0.00430735,-0.337511,-0.1904407125,0.14912488,0.245788133,-2.4785109,0.0064747804,51.69883,0.1,0.5088128,0.375704605,0.148114905,0.08087537,1,1,1,1,2,0,2,1,3,1,1,1,benign
259542485,-0.32543333,0.0107799905,-0.00647266865,0.9454814,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481165,138.2529156,51.328374,86.702108,0,2.71839988,3.92695068,51.2344992,2,0,1,0,0,362048115.5,1382529165,49175.75,86271.75,0.309750015,2.0173802,2.02700015,2.996,0.84,1.3,102,48.5,0.01550000075,-0.0107499999,0.00525000075,0.1037500075,0,0,0,3,1,11,36.2048055,138.2529121,0.6815742,0.31464988,0.37030154,-0.015382085,0.016268428,0,0.0066961586,-0.0028289026,0.07175099,0.00607438,-0.031618506,-0.00430735,-0.337511,0.088585705,-0.22279774,-0.104426794,-2.478412,0.0064747804,51.69883,0.1,0.5119798,0.37693477,0.15010634,0.08120503,1,1,1,1,2,0,2,1,3,1,1,1,benign
259547484,-0.32544646,0.010790335,-0.0064574033,0.9454769,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481165,138.2529156,51.327726,86.699722,0,2.71837942,3.92697802,51.2331518,2,0,1,0,0,362048115.4,1382529165,49175,86271,0.309000016,2.01738026,2.02640016,2.9954,0.84,1.3,102,48.6,0.0160000008,-0.01179999992,0.0060000008,0.107200008,0,0,0,3,1,11,36.2048055,138.2529121,0.6825482333,0.31364586,0.37099995,-0.015382085,0.016268428,0,0.007011887633,-0.004012562833,0.07222114333,0.006873706667,-0.031618506,-0.00430735,-0.337511,0.07710800833,-0.1657021833,-0.1899171627,-2.478376833,0.0064747804,51.69883,0.1,0.5096854,0.3765913567,0.1487235767,0.0810113,1,1,1,1,2,0,2,1,3,1,1,1,benign
259602474,-0.3254746,0.010755232,-0.006524924,0.9454672,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481165,138.2529156,51.327078,86.697336,0,2.71835896,3.92700536,51.2318044,2,0,1,0,0,362048115.3,1382529165,49174.25,86270.25,0.308250017,2.01738032,2.02580017,2.9948,0.84,1.3,102,48.7,0.01650000085,-0.01284999994,0.00675000085,0.1106500085,0,0,0,3,1,11,36.2048055,138.2529121,0.6835222667,0.31264184,0.37169836,-0.015382085,0.016268428,0,0.007327616667,-0.005196223067,0.07269129667,0.007673033333,-0.031618506,-0.00430735,-0.337511,0.06563031167,-0.1086066267,-0.2754075313,-2.478341667,0.0064747804,51.69883,0.1,0.507391,0.3762479433,0.1473408133,0.08081757,1,1,1,1,2,0,2,1,3,1,1,1,benign
259652466,-0.32549712,0.010837352,-0.0064273314,0.9454591,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481166,138.2529156,51.32643,86.69495,0,2.7183385,3.9270327,51.230457,2,0,1,0,0,362048115.2,1382529165,49173.5,86269.5,0.307500018,2.01738038,2.02520018,2.9942,0.84,1.3,102,48.8,0.0170000009,-0.01389999996,0.0075000009,0.114100009,0,0,0,3,1,11,36.2048055,138.2529121,0.6844963,0.31163782,0.37239677,-0.015382085,0.016268428,0,0.0076433457,-0.0063798833,0.07316145,0.00847236,-0.031618506,-0.00430735,-0.337511,0.054152615,-0.05151107,-0.3608979,-2.4783065,0.0064747804,51.69883,0.1,0.5050966,0.37590453,0.14595805,0.08062384,1,1,1,1,2,0,2,1,3,1,1,1,benign
259697457,-0.3255185,0.010806384,-0.0063842037,0.9454524,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481166,138.2529156,51.325525,86.692635,0,2.7183205,3.927020983,51.22957417,2,0,1,0,0,362048115.1,1382529165,49172.75,86268.75,0.306750019,2.01738044,2.02460019,2.9936,0.84,1.3,102,48.9,0.01750000095,-0.01494999998,0.00825000095,0.1175500095,0,0,0,3,1,11,36.2048055,138.2529121,0.6855363,0.3106072267,0.3730967367,-0.015382085,0.016268428,0,0.0078591518,-0.0072082902,0.07369514667,0.009327232333,-0.031618506,-0.00430735,-0.337511,-0.04945922333,-0.12438232,-0.3538909767,-2.4782647,0.0064747804,51.69883,0.1,0.5072029667,0.37600212,0.1472894433,0.08078109533,1,1,1,1,2,0,2,1,3,1,1,1,benign
259726029,-0.3255440767,0.01079536383,-0.006395875967,0.9454436167,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481167,138.2529156,51.32462,86.69032,0,2.7183025,3.927009267,51.22869133,2,0,1,0,0,362048115,1382529165,49172,86268,0.30600002,2.0173805,2.0240002,2.993,0.84,1.3,102,49,0.018000001,-0.016,0.009000001,0.12100001,0,0,0,3,1,11,36.2048055,138.2529121,0.6865763,0.3095766333,0.3737967033,-0.015382085,0.016268428,0,0.0080749579,-0.0080366971,0.07422884333,0.01018210467,-0.031618506,-0.00430735,-0.337511,-0.1530710617,-0.19725357,-0.3468840533,-2.4782229,0.0064747804,51.69883,0.1,0.5093093333,0.37609971,0.1486208367,0.08093835067,1,1,1,1,2,0,2,1,3,1,1,1,benign
259742450,-0.3255696533,0.01078434367,-0.006407548233,0.9454348333,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481168,138.2529155,51.323715,86.688005,0,2.7182845,3.92699755,51.2278085,2,0,1,0,0,362048115,1382529165,49170,86266,0.3068800192,2.017380596,2.023400192,2.99244,0.84,1.3,102,48.56,0.01976000108,-0.01375999988,0.00676000088,0.1196400098,0,0,0,3,1,11,36.2048055,138.2529121,0.6876163,0.30854604,0.37449667,-0.015382085,0.016268428,0,0.008290764,-0.008865104,0.07476254,0.011036977,-0.031618506,-0.00430735,-0.337511,-0.2566829,-0.27012482,-0.33987713,-2.4781811,0.0064747804,51.69883,0.1,0.5114157,0.3761973,0.14995223,0.081095606,1,1,1,1,2,0,2,1,3,1,1,1,benign
259747449,-0.32559523,0.0107733235,-0.0064192205,0.94542605,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481168,138.2529155,51.32281,86.68569,0,2.7182665,3.926985833,51.22692567,2,0,1,0,0,362048115,1382529165,49168,86264,0.3077600184,2.017380692,2.022800184,2.99188,0.84,1.3,102,48.12,0.02152000116,-0.01151999976,0.00452000076,0.1182800096,0,0,0,3,1,11,36.2048055,138.2529121,0.6881276,0.3080887833,0.37560747,-0.015382085,0.016268428,0,0.008689511667,-0.008380227333,0.07519205333,0.01204935167,-0.031618506,-0.00430735,-0.337511,-0.23174864,-0.06553006,-0.34189267,-2.478159067,0.0064747804,51.69883,0.1,0.5091152,0.3758539333,0.14856098,0.08090110067,1,1,1,1,2,0,2,1,3,1,1,1,benign
259802439,-0.32550332,0.010687332,-0.0064420723,0.94545853,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481169,138.2529155,51.321905,86.683375,0,2.7182485,3.926974117,51.22604283,2,0,1,0,0,362048115,1382529165,49166,86262,0.3086400176,2.017380788,2.022200176,2.99132,0.84,1.3,102,47.68,0.02328000124,-0.00927999964,0.00228000064,0.1169200094,0,0,0,3,1,11,36.2048055,138.2529121,0.6886389,0.3076315267,0.37671827,-0.015382085,0.016268428,0,0.009088259333,-0.007895350667,0.07562156667,0.01306172633,-0.031618506,-0.00430735,-0.337511,-0.20681438,0.1390647,-0.34390821,-2.478137033,0.0064747804,51.69883,0.1,0.5068147,0.3755105667,0.14716973,0.08070659533,1,1,1,1,2,0,2,1,3,1,1,1,benign
259852431,-0.32558995,0.010673809,-0.006425948,0.94542897,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.2048117,138.2529155,51.321,86.68106,0,2.7182305,3.9269624,51.22516,2,0,1,0,0,362048115,1382529165,49164,86260,0.3095200168,2.017380884,2.021600168,2.99076,0.84,1.3,102,47.24,0.02504000132,-0.00703999952,4.00E-05,0.1155600092,0,0,0,3,1,11,36.2048055,138.2529121,0.6891502,0.30717427,0.37782907,-0.015382085,0.016268428,0,0.009487007,-0.007410474,0.07605108,0.014074101,-0.031618506,-0.00430735,-0.337511,-0.18188012,0.34365946,-0.34592375,-2.478115,0.0064747804,51.69883,0.1,0.5045142,0.3751672,0.14577848,0.08051209,1,1,1,1,2,0,2,1,3,1,1,1,benign
259897422,-0.32560456,0.01066258,-0.0064020767,0.9454243,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.2048117,138.2529155,51.319767,86.678204,0,2.71823284,3.92695292,51.2245616,2,0,1,0,0,362048115,1382529164,49162,86258,0.310400016,2.01738098,2.02100016,2.9902,0.84,1.3,102,46.8,0.0268000014,-0.0047999994,-0.0021999996,0.114200009,0,0,0,3,1,11,36.2048055,138.2529121,0.689529175,0.306792975,0.37949277,-0.015382085,0.016268428,0,0.0103553255,-0.00987643325,0.077836,0.0166400855,-0.031618506,-0.00430735,-0.337511,-0.0870405663,-0.118321835,0.092601575,-2.4781091,0.0064747804,51.69883,0.1,0.50802565,0.3755685,0.147997215,0.080794675,1,1,1,1,2,0,2,1,3,1,1,1,benign
259952413,-0.32559597,0.010619543,-0.0065005724,0.94542706,0.9999948,-4.61E-10,1.58E-09,0.0032373846,3,36.20481171,138.2529155,51.318534,86.675348,0,2.71823518,3.92694344,51.2239632,2,0,1,0,0,362048115,1382529164,49160,86256,0.3112800152,2.017381076,2.020400152,2.98964,0.84,1.3,102,46.36,0.02856000148,-0.00255999928,-0.00443999972,0.1128400088,0,0,0,3,1,11,36.2048055,138.2529121,0.68990815,0.30641168,0.38115647,-0.015382085,0.016268428,0,0.011223644,-0.0123423925,0.07962092,0.01920607,-0.031618506,-0.00430735,-0.337511,0.0077989874,-0.58030313,0.5311269,-2.4781032,0.0064747804,51.69883,0.1,0.5115371,0.3759698,0.15021595,0.08107726,1,1,1,1,2,0,2,1,3,1,1,1,benign
