timestamp,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],lat,lon,alt,alt_ellipsoid,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,gps_hvel[0]_ratio,gps_hvel[1]_ratio,gps_vvel_ratio,gps_hpos[0]_ratio,gps_hpos[1]_ratio,gps_vpos_ratio,gps_hvel[0]_var,gps_hvel[1]_var,gps_vvel_var,gps_hpos[0]_var,gps_hpos[1]_var,gps_vpos_var,gps_hvel[0]_inn,gps_hvel[1]_inn,gps_vvel_inn,gps_hpos[0]_inn,gps_hpos[1]_inn,gps_vpos_inn,lat_glob,lon_glob,alt_glob,alt_ellipsoid_glob,eph_glob,epv_glob,x_loc,y_loc,z_loc,vx_loc,vy_loc,vz_loc,eph_loc,epv_loc,evh_loc,heading_loc,class
440098762,0.15507928,0.0689766,-0.07228929,0.27522707,0.0,0.0,0.0,-1.0,362048127,1382529223,48471,85567,1.5250001,2.329,0.71,1.2099999,101,28,0.028,0.027,-0.008,-0.040000003,1.9975964,0.00024111928,4.1682183e-06,2.0710788e-05,0.000102236656,0.009415138,0.0,0.10091892,0.10091897,0.21214215,2.4102883,2.4102883,0.0,0.011943433,0.024664504,0.010480495,0.069396496,0.07848883,0.0,36.2048130789504,138.25292304995097,44.55907,85.68399,2.2517767,4.3700976,2.777427,0.6015812,-0.3064547,-0.0090979915,-0.021788271,-0.011396902,0.42462558,0.38473722,0.13886006,-2.5124304,gps jamming
402697451,0.08769264,0.06613384,-0.0785146,0.27725217,0.0,0.0,0.0,-1.0,362048069,1382529222,48960,86057,1.6380001,2.569,0.71,1.2099999,102,37,0.036000002,0.036000002,-0.006,0.027,1.9975964,0.0022995789,6.040039e-06,0.00050070806,0.00017041374,0.012350831,0.0,0.12982535,0.12982915,0.26983446,2.8044515,2.804453,0.0,-0.086392075,-0.009819127,0.058118045,-0.109306574,0.08000499,0.0,36.20480587837116,138.2529228726352,44.889683,86.24991,2.262965,4.3728666,1.9740459,0.58056605,-0.64223874,-0.06599024,0.042914063,0.10576902,0.47669622,0.4145917,0.16481616,-2.5029142,gps jamming
783658995,0.0626986,0.06854938,-0.08373669,0.3160437,0.0,0.0,0.0,-1.0,362048182,1382529212,37817,74913,2.0470002,3.127,0.77,1.3299999,97,17,0.064,0.010000001,0.064,-0.017,2.139812,0.00042959116,4.7918693e-06,0.0005104875,0.00013572675,0.011358479,0.0,0.11022246,0.110222496,0.23240584,4.292884,4.292884,0.0,0.034405883,-0.011760073,-0.05446106,0.031610876,0.12069167,0.0,36.204818871470216,138.25292266138982,52.87874,75.0876,2.8076017,4.170818,0.100749135,0.27330843,-3.9104245,-0.01243985,0.027827865,-0.17552309,0.5511863,0.4199425,0.1517989,-2.3141136,benign flight
281951252,-0.038753714,0.08248853,-0.07958214,0.27638316,0.0,0.0,0.0,-1.0,362048174,1382529189,48439,85535,2.237,3.2010002,0.84,1.3,109,23,0.053000003,-0.001,0.053000003,-0.016,5.739625,0.0010769003,5.4539937e-06,0.013713406,0.00047223046,0.007497277,0.0,0.10569398,0.105697274,0.21702233,5.142914,5.1429157,0.0,0.05334367,-0.045403495,0.2727689,-0.2464062,0.09856367,0.0,36.20481467255464,138.25291993954923,51.885944,86.27099,2.734278,3.9298017,1.0155724,0.70644075,-0.18841337,-0.01603037,-0.013116757,0.24488582,0.59652567,0.40396595,0.15738977,-2.3837693,gps spoofing
375454380,0.1308357,0.077653065,-0.07916334,0.28396702,0.0,0.0,0.0,-1.0,362048210,1382529152,48296,85392,1.5920001,2.367,0.84,1.3,100,40,0.033,-0.031000001,-0.011000001,-0.019000001,5.739625,0.00019045384,5.762824e-06,0.003413254,1.0384774e-05,0.0061406153,0.0,0.121976815,0.121976934,0.2557316,2.6147158,2.6147158,0.0,-0.02409925,-0.01900089,0.14772245,-0.026054382,0.019958526,0.0,36.204820563337314,138.25291557690514,51.943954,85.241,2.7061493,3.9262352,1.6749667,0.3119631,-0.2451241,-0.071272686,0.026844077,0.07255465,0.43474314,0.36747772,0.14404488,-2.358711,gps spoofing
372653786,0.050163813,0.10428764,-0.072784595,0.27657437,0.0,0.0,0.0,-1.0,362048204,1382529161,48205,85301,1.577,2.338,0.84,1.3,100,14,0.012,0.006,0.010000001,0.035,5.739625,0.0074658175,6.189608e-06,0.0008657376,3.685166e-05,0.0060236496,0.0,0.10095666,0.10095721,0.20866165,2.5895164,2.5895164,0.0,-0.13727017,0.08967586,0.06720235,0.0117224455,-0.048843622,0.0,36.204820320416935,138.25291577190487,51.93546,85.18349,2.7060409,3.9261174,1.6479552,0.32945934,-0.23662929,-0.06768681,0.051221423,0.12290646,0.43406796,0.36621737,0.14124204,-2.3773127,gps spoofing
329750793,0.05590642,0.07541983,-0.06894172,0.2831468,0.0,0.0,0.0,-1.0,362048213,1382529122,47384,84480,2.278,2.9580002,0.84,1.3,101,11,0.074,-0.042000003,0.061000004,0.008,5.739625,7.2900875e-05,6.7944384e-06,0.003832812,8.074852e-05,0.006908469,0.0,0.11287625,0.11287696,0.2289135,5.350918,5.3509173,0.0,-0.014342923,0.005230263,0.1481032,-0.07167077,0.10393251,0.0,36.20482064498336,138.25291337305592,51.825054,84.593285,2.7300217,3.9280045,1.6843427,0.110088736,-0.12607516,-0.055184115,0.06761536,0.1701488,0.5750828,0.38540974,0.1671432,-2.3806934,gps spoofing
522796859,0.12769575,0.09504058,-0.089201994,0.25390998,0.0,0.0,0.0,-1.0,362048544,1382529640,58518,95615,5.471,9.110001,0.78,1.3199999,148,35,0.134,-0.126,0.045,-0.13800001,0.5637204,0.0039753364,4.876433e-06,8.0308135e-05,0.0003300778,0.015709179,0.0,1.134273,1.1341263,2.4167504,30.970161,30.970015,0.0,0.16654213,0.33572808,-0.06965715,-0.40701485,0.50553226,0.0,36.20485229053654,138.2529706777808,44.844498,87.93919,2.6708863,4.3810496,7.1376634,4.8700376,-0.59182453,0.2223045,0.01714433,-0.015721757,1.4998446,0.49496004,0.35803992,-2.5349534,gps jamming
798457506,0.065336205,0.081209704,-0.08303941,0.26240754,0.0,0.0,0.0,-1.0,362048162,1382529241,38227,75324,2.3920002,3.3090003,0.77,1.3299999,96,27,0.013,-0.012,-0.004,-0.029000001,2.139812,0.00020601973,4.813646e-06,0.0005662419,0.0002557834,0.011831083,0.0,0.10508607,0.1050857,0.22002916,5.9080286,5.9080296,0.0,-0.023264674,0.0008113056,-0.055809885,0.19436921,-0.15053576,0.0,36.20481807994374,138.25292218130645,53.025715,75.103195,2.8227756,4.1716743,0.011737607,0.22912082,-4.081379,-0.033355903,-0.0048783696,-0.08848372,0.6073105,0.42359397,0.15253234,-2.3201828,benign flight
860961051,0.0017195053,-0.020851696,0.0011723445,0.001,0.0,0.0,0.0,-1.0,362048166,1382529195,38653,75749,3.7250001,5.2920003,0.77,1.14,98,21,0.163,0.10700001,-0.123,0.023000002,1.6504296,0.003835137,5.331887e-06,0.0001192942,0.00026549745,0.020592859,0.0,0.78530294,0.78530383,1.6810883,14.090081,14.090073,0.0,-0.13714579,0.27439696,-0.070806794,-0.2076019,0.3058136,0.0,36.20481418195557,138.25292283312794,52.94953,75.80475,2.9735024,4.181534,-0.42454717,0.29009038,-4.0006146,-0.052261215,0.06202442,-0.07567373,1.11879,0.5125669,0.30631986,-2.4750051,benign flight
682859516,0.042173102,0.101901695,-0.06814627,0.25231048,0.0,0.0,0.0,-1.0,362048320,1382529177,39757,76853,2.493,3.532,0.77,1.3399999,100,21,0.22800002,-0.22600001,-0.031000001,-0.033,0.18628335,0.021667337,8.450819e-06,6.746042e-05,0.004054039,0.01693925,0.0,0.581897,0.5818903,1.2659787,6.272123,6.2721267,0.0,-0.05322846,0.56142706,-0.046206996,-0.797299,-0.029113546,0.0,36.2048259620258,138.2529176306028,52.276302,76.99292,2.832791,4.175067,0.8707535,-0.12883493,-3.3146634,-0.055520374,-0.18662782,-0.15439488,0.66336143,0.452831,0.22636423,-2.331658,benign flight
728058149,0.09248275,0.062867016,-0.07713173,0.26366636,0.0,0.0,0.0,-1.0,362048208,1382529229,38447,75544,1.756,2.8650002,0.77,1.3399999,106,22,0.032,0.0,0.032,-0.120000005,2.6998765,0.0019146111,6.532775e-06,3.4365854e-07,0.00026307578,0.011069473,0.0,0.11829253,0.118292466,0.25225687,3.2043757,3.2043757,0.0,0.003886748,-0.07524694,0.0014721602,0.14517176,0.023978353,0.0,36.20482212736503,138.25292278373095,52.42991,75.80922,2.7945597,4.168656,0.46259665,0.29547468,-3.4815357,-0.021956002,-0.05267473,-0.058241844,0.47561234,0.39603987,0.14633301,-2.321821,benign flight
352753334,0.14170946,0.080867045,-0.069324315,0.2790576,0.0,0.0,0.0,-1.0,362048202,1382529123,48004,85100,1.8770001,2.6460001,0.84,1.3,100,17,0.014,-0.014,0.0,0.013,5.739625,0.00018449393,6.524428e-06,0.0001929591,1.0668649e-05,0.0061758,0.0,0.10119065,0.101191334,0.2088234,3.6447988,3.6447988,0.0,-0.0025538057,0.021603927,0.031738926,-0.031178951,-0.000489749,0.0,36.20481994526153,138.2529120177823,51.863537,85.06628,2.715252,3.9267697,1.6040616,-0.009403728,-0.16110308,0.00515726,-0.013494738,0.050251346,0.4961493,0.37474108,0.14735343,-2.3954096,gps spoofing
432899018,0.12184862,0.081606746,-0.07595537,0.27158213,0.0,0.0,0.0,-1.0,362048132,1382529224,48561,85657,1.6450001,2.4160001,0.71,1.2099999,101,19,0.012,0.009000001,-0.009000001,-0.003,1.9975964,0.0040582293,3.7152536e-06,0.0013775954,0.00043236386,0.009697737,0.0,0.10140852,0.10140757,0.21244758,2.8118508,2.8118508,0.0,-0.063679524,0.10143165,-0.08553754,-0.043090105,0.1743375,0.0,36.204812744718105,138.2529244326973,44.542347,85.88005,2.2570033,4.370463,2.7399576,0.72392106,-0.28818956,-0.07052157,0.08722307,-0.08678668,0.451315,0.38886693,0.14168277,-2.4993513,gps jamming
317553277,0.109792285,0.08861201,-0.07014477,0.2853841,0.0,0.0,0.0,-1.0,362048179,1382529197,47725,84821,2.526,3.1430001,0.84,1.3,109,21,0.061000004,0.037,-0.049000002,0.13000001,5.739625,0.09908982,6.446921e-06,0.000595134,6.1744877e-06,0.006746526,0.0,0.10490304,0.104891464,0.21485211,6.660987,6.6609836,0.0,-0.37551567,0.5097469,0.05653888,0.03206563,0.03000611,0.0,36.2048175839701,138.25292161029225,51.85895,85.13614,2.7397952,3.9284902,1.3337551,0.8610196,-0.1548757,-0.3051503,0.441176,0.13962689,0.62028676,0.39310664,0.15621658,-2.3880036,gps spoofing
375950512,0.005317791,0.087204665,-0.077548906,0.2732508,0.0,0.0,0.0,-1.0,362048210,1382529152,48296,85392,1.5920001,2.367,0.84,1.3,100,40,0.033,-0.031000001,-0.011000001,-0.019000001,5.739625,0.00051563967,5.556905e-06,0.0006233136,4.3554242e-05,0.0062747775,0.0,0.16833337,0.16833346,0.35917497,2.654823,2.654823,0.0,-0.046583086,0.005653344,0.074812874,-0.053765416,0.029036283,0.0,36.20482058785996,138.25291564832094,51.972057,85.27748,2.7067325,3.926358,1.6783037,0.3183347,-0.26405305,-0.038985636,0.005497665,0.0033921993,0.44322062,0.36924323,0.14945938,-2.3608336,gps spoofing
368299544,0.14932786,0.056599982,-0.07738658,0.2707076,0.0,0.0,0.0,-1.0,362048048,1382529197,48787,85883,1.4430001,2.23,0.71,1.2099999,103,24,0.033,0.024,-0.022000002,0.075,1.4001862,0.0008041936,4.378197e-06,0.0002638738,7.5430966e-05,0.010789559,0.0,0.13113827,0.13113312,0.2802974,2.192214,2.192214,0.0,0.051346995,-0.0020061657,-0.043000914,0.052050233,-0.06429635,0.0,36.20480550761885,138.252919495839,44.357178,85.80371,2.2514045,4.371553,1.9220431,0.26415318,-0.111922495,0.23679437,0.15812953,0.018058106,0.4219492,0.40085396,0.14393644,-2.5110195,gps jamming
617559339,0.13108262,0.07433842,-0.067991495,0.27099976,0.0,0.0,0.0,-1.0,362048153,1382529221,41124,78220,1.7490001,3.065,0.77,1.35,103,22,0.048,0.048,-0.002,-0.006,1.1893106,0.00019759465,4.4905687e-06,0.00027421644,3.6610702e-06,0.011544202,0.0,0.13843837,0.13844031,0.27987054,3.1676142,3.1676142,0.0,-0.026150852,-0.012070062,-0.043802142,-0.0007996559,-0.01702708,0.0,36.20481507256223,138.2529219324028,51.89615,78.09109,2.7939775,4.1690817,-0.32551622,0.20927338,-2.9472296,-0.11243632,0.0058813775,-0.22984491,0.46506417,0.39842328,0.18220644,-2.404576,benign flight
724957609,-0.0015708776,0.10856285,-0.08353399,0.24978495,0.0,0.0,0.0,-1.0,362048211,1382529230,38535,75632,1.8110001,2.933,0.77,1.3399999,106,31,0.026,-0.007,0.025,-0.061000004,2.6998765,0.0062947236,5.5125515e-06,0.00021546206,0.0005039097,0.011524242,0.0,0.102106296,0.102104865,0.21471968,3.437831,3.4378312,0.0,0.094057895,0.1267598,0.0340088,0.20810792,0.055506796,0.0,36.20482339509783,138.25292409629537,52.427937,75.91082,2.7973158,4.1691885,0.5999075,0.40342724,-3.4790196,0.04114219,0.04141592,-0.024895621,0.48471642,0.3995389,0.1454561,-2.3302395,benign flight
655357504,0.14812593,0.09658766,-0.068555295,0.24314918,0.0,0.0,0.0,-1.0,362048156,1382529204,39996,77093,1.9070001,3.0800002,0.77,1.35,101,20,0.021000002,-0.020000001,0.006,-0.056,6.1633263,0.002036986,6.104286e-06,0.0005603723,0.00041129586,0.011187355,0.0,0.12235942,0.12236085,0.2612128,3.7647307,3.7647305,0.0,0.07893738,0.05402517,0.06049306,0.098596126,-0.19674972,0.0,36.20481657846621,138.25291847034185,52.00564,76.93224,2.7995489,4.1692514,-0.15806735,-0.10135787,-3.0567222,0.053940803,0.069967,-0.028751068,0.4974413,0.40019432,0.14368269,-2.3267481,benign flight
385750656,0.15987007,0.10673198,-0.9434254,0.31181204,0.0,0.0,0.0,-1.0,362049383,1382529030,51209,88305,6.2040005,6.5150003,0.95,1.41,139,20,1.4410001,1.3390001,0.53300005,-0.029000001,0.07176183,0.007400168,3.7836908e-05,0.0021127164,0.00021862544,0.014193234,0.0,2.7438638,2.7438846,5.962789,39.787533,39.78803,0.0,0.63564396,0.7124817,0.561197,-0.46633053,0.3755343,0.0,36.2049370570894,138.25290840492622,51.16522,85.26138,3.1776633,3.9350789,14.759935,-0.23709457,0.5283375,1.8474394,1.4073138,0.17814583,1.7535596,0.45194778,0.44639578,0.34009022,gps spoofing
351997014,0.15363137,0.13141926,-0.07704362,0.26570868,0.0,0.0,0.0,-1.0,362048076,1382529192,48957,86053,1.2060001,1.9510001,0.71,1.2099999,104,34,0.059000004,-0.045,-0.038000003,0.024,0.0,0.024455685,2.371231e-06,0.005902736,0.00019714732,0.011506504,0.0,0.1015641,0.101563886,0.21438338,1.5276561,1.5276568,0.0,0.24918967,0.17580101,0.17786571,0.08677173,0.020317197,0.0,36.20480883452668,138.25291986304947,44.482887,86.15038,2.242856,4.3707705,2.3055742,0.31071997,-0.23021454,0.12950896,0.07902277,0.060581457,0.38249648,0.39373192,0.14714624,-2.5050592,gps jamming
516398477,0.06411623,0.030205142,-0.0682182,0.22399436,0.0,0.0,0.0,-1.0,362048506,1382529554,60662,97758,4.9740005,8.107,0.78,1.3199999,161,45,0.45900002,-0.28,0.363,-1.161,0.123660244,0.013132494,4.519772e-06,0.012764784,0.00011445381,0.015397327,0.0,1.3174618,1.3174279,2.847964,25.179007,25.17901,0.0,0.17945287,-0.6576685,0.9533316,-0.26841354,-0.24571323,0.0,36.204850432741054,138.2529506116159,44.81413,87.26903,2.6014295,4.3808885,6.931085,3.0696144,-0.5614563,-0.104687795,0.14186607,-0.18419673,1.3723466,0.4935294,0.33643448,-2.541902,gps jamming
382352732,0.122415826,0.1991345,-0.30227956,0.3654286,0.0,0.0,0.0,-1.0,362049110,1382529113,51781,88877,5.4290004,4.8820004,0.95,1.41,139,48,1.3740001,1.3720001,-0.07300001,-0.48600003,0.07176183,0.01868075,6.079089e-06,0.0046726298,0.011819914,0.00933485,0.0,2.504366,2.5041869,5.477921,29.070852,29.07086,0.0,0.22110927,-1.0814352,0.79994214,-2.930934,0.2005493,0.0,36.204883050767606,138.2529112880118,51.608723,85.38388,2.997399,3.9334817,8.40796,0.010326556,0.040798623,1.5097647,-1.2134931,0.52227825,1.3647656,0.4382157,0.38216203,-2.3572032,gps spoofing
394452278,-0.57602173,-0.5756927,0.28300643,0.001,0.0,0.0,0.0,-1.0,362049034,1382529039,44335,81431,5.709,7.5080004,0.84,1.3,139,33,0.49400002,0.39000002,-0.303,0.13700001,0.58644736,0.018935272,8.349052e-06,0.006167271,0.009406005,0.026963424,0.0,0.71218604,0.71229386,1.4746324,34.300365,34.300922,0.0,-0.58063406,-0.085840955,-0.47682434,2.840024,0.5876955,0.0,36.20492815813879,138.25291107203626,51.857323,85.28432,3.080059,3.9469864,13.638963,-0.09223327,-0.15849486,-0.64156437,0.084717974,-0.15823686,1.5337933,0.54627734,0.35465613,-2.9029474,gps spoofing
480797166,0.08081551,0.09832682,-0.06614054,0.27433908,0.0,0.0,0.0,-1.0,362048121,1382529183,48541,85638,1.337,2.177,0.71,1.2099999,100,21,0.025,-0.014,-0.020000001,0.038000003,2.734358,0.00085969124,3.955785e-06,0.0012178755,6.432124e-05,0.009523364,0.0,0.10102902,0.101028904,0.2122631,1.8750477,1.8750477,0.0,-0.010217177,-0.046597656,-0.080391236,0.05078602,-0.054910243,0.0,36.20481262679656,138.25291768821447,44.190895,85.268875,2.246613,4.3703666,2.7272553,0.11558424,0.06177853,-0.0153935775,-0.04189167,-0.10101092,0.40394345,0.38922232,0.14381051,-2.495678,gps jamming
440298718,0.03824252,0.096674204,-0.069052964,0.27252033,0.0,0.0,0.0,-1.0,362048127,1382529223,48471,85567,1.5250001,2.329,0.71,1.2099999,101,28,0.028,0.027,-0.008,-0.040000003,1.9975964,0.00013793298,4.157782e-06,5.565067e-07,8.1883874e-05,0.009431258,0.0,0.10090678,0.10090661,0.2121761,2.4039943,2.4039943,0.0,-0.016747084,-0.018653652,-0.0017181197,0.052248716,0.07015133,0.0,36.204813105049,138.25292294113396,44.55802,85.68067,2.2518263,4.3700876,2.778543,0.59202737,-0.30670834,0.005995966,-0.011129164,-0.024136217,0.4241465,0.38401562,0.13878907,-2.5130615,gps jamming
669058589,-0.021757634,0.10468909,-0.08940063,0.25443155,0.0,0.0,0.0,-1.0,362048204,1382529174,39467,76564,1.973,3.1090002,0.77,1.35,101,23,0.085,-0.067,0.053000003,0.024,6.1633263,0.0002589647,6.2235454e-06,0.00028149236,4.6309586e-05,0.010937611,0.0,0.101328164,0.10132869,0.21406212,4.044454,4.044454,0.0,-0.003495723,0.025612768,-0.038812645,-0.06842825,-0.022354603,0.0,36.20481972426358,138.25291690082074,52.10761,76.83548,2.8035882,4.1693063,0.19301169,-0.24183995,-3.157013,-0.108722396,0.025969429,-0.010588476,0.52817476,0.4011522,0.14602019,-2.3084815,benign flight
393451285,-0.48279095,-0.87584597,-0.009351641,0.120073505,0.0,0.0,0.0,-1.0,362049091,1382529046,44673,81770,5.801,7.4810004,0.84,1.3,139,39,0.35300002,-0.351,-0.042000003,0.20400001,0.58644736,0.0042263833,8.125549e-06,0.0024141218,0.008849335,0.02785796,0.0,1.274323,1.274262,2.7461872,35.21692,35.217354,0.0,0.07190919,0.36693048,-0.40711272,2.7912645,0.64864415,0.0,36.20493653995483,138.25291265331475,51.808796,85.3359,3.0915513,3.9478037,14.570978,0.04964574,-0.10996585,-0.40997386,0.17803447,-0.15778574,1.5567427,0.5521527,0.3565469,-2.888547,gps spoofing
371852739,0.17333943,0.06613247,-0.0715007,0.27897137,0.0,0.0,0.0,-1.0,362048204,1382529162,48210,85306,1.588,2.351,0.84,1.3,100,19,0.035,0.027,-0.023000002,-0.013,5.739625,0.0007834361,6.2878266e-06,0.004546607,0.00011375304,0.006029609,0.0,0.10089136,0.10089129,0.20867947,2.6182008,2.6182008,0.0,-0.044452764,0.019267464,0.15401165,0.026399016,-0.08628851,0.0,36.20482069247839,138.2529151960339,51.921726,85.15849,2.706228,3.9261432,1.6893265,0.27778968,-0.22289492,0.0014396835,-0.04139833,0.12594084,0.4352328,0.36649483,0.14143197,-2.3758805,gps spoofing
